http://ec.europa.eu/esco/skill/23652,Cheese and delicatessen,"Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)-Café manager-Café assistant"
http://ec.europa.eu/esco/skill/14772,Chemical-technical products,"Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)"
http://ec.europa.eu/esco/skill/18606,Chemicals (decontamination),Cleaner-up
http://ec.europa.eu/esco/skill/23585,Chemistry,Industrial hygienist
http://ec.europa.eu/esco/skill/23911,Child and adolescent psychotherapy,Psychotherapist-Psychologist-Child psychologist-Preschool psychologist-School psychologist-Therapist-Conversational therapist-Group therapist-Child therapist-Individual therapist-Clinical psychologist-Family therapist-Psychoanalyst
http://ec.europa.eu/esco/skill/21780,Child psychology,Psychotherapist-Psychologist-Child therapist-Therapist-Preschool psychologist-Conversational therapist-School psychologist-Child psychologist-Group therapist-Individual therapist-Family therapist-Clinical psychologist-Psychoanalyst
http://ec.europa.eu/esco/skill/17886,Childminding,Domestic helper-Housekeeper-Companion-Child sitter (occasional)-Au pair-Nanny-Child sitter-Domestic worker
http://ec.europa.eu/esco/skill/16951,Children's clothes,"Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)"
http://ec.europa.eu/esco/skill/21502,Chinese cuisine,Cook (ship)-Assistant chef-Chef-Head chef-Grill cook-Chinese cook-Cold-buffet manageress (ship)-First cook-Dietetic cook-Cook steward-Cold-buffet manageress-Special cook-Chief cook-Cook
http://ec.europa.eu/esco/skill/21276,Churchyard caretaking,Odd-job man-Water meter installer-School porter-Public baths caretaker-Sports ground worker-Caretaker (property)-Caretaker-Meter installer-Churchyard foreman-Verger
http://ec.europa.eu/esco/skill/17673,Cinema projection operation,Cinema projector operator
http://ec.europa.eu/esco/skill/21668,Claims handling,Office cashier-Farming cashier-Church cashier-Cash office worker
http://ec.europa.eu/esco/skill/18519,Cleaning (hospitality industry),"Cleaning foreman-Cleaner (helpers and cleaners in offices, hotels and other establishments)-House cleaner-Cleaner (ship)-Attendant-Stairs cleaner-Supervisor (cleaning)-Team supervisor (cleaning)-Cleaning worker-Head cleaner-Hotel cleaner"
http://ec.europa.eu/esco/skill/20530,Cleaning (kindergarten/school),Cleaning foreman-Stairs cleaner-Attendant-Supervisor (cleaning)-Cleaning worker-Team supervisor (cleaning)-Head cleaner
http://ec.europa.eu/esco/skill/18681,Cleaning (private homes),"Cleaning foreman-Cleaner (helpers and cleaners in offices, hotels and other establishments)-House cleaner-Housekeeper-Domestic helper-Attendant-Stairs cleaner-Supervisor (cleaning)-Cleaning worker-Team supervisor (cleaning)-Head cleaner-Domestic cleaner-Domestic worker-Au pair-Valet"
http://ec.europa.eu/esco/skill/19432,Cleaning inspections,"Cleaning foreman-Cleaner (helpers and cleaners in offices, hotels and other establishments)-Cleaning instructor-Cleaner (ship)-Industry cleaner-House cleaner-Stairs cleaner-Supervisor (cleaning)-Cleaning worker-Team supervisor (cleaning)-Head cleaner-Hospital cleaner-Office cleaner-Construction site cleaner-Hotel cleaner-Aircraft cleaner"
http://ec.europa.eu/esco/skill/18152,Cleaning materials,"Cleaner (helpers and cleaners in offices, hotels and other establishments)-Cleaning instructor-Cleaner (ship)-Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)-Stairs cleaner-Attendant-Serving assistant-Cleaning worker-Team supervisor (cleaning)-Hospital cleaner-Laboratory dishwasher-Head cleaner-Office cleaner-Construction site cleaner-Supervisor (cleaning)-Cleaning foreman-Hotel cleaner-House cleaner-Aircraft cleaner-Industry cleaner-Dishwasher"
http://ec.europa.eu/esco/skill/22574,Cleanroom technology,"Cleaning foreman-Cleaner (helpers and cleaners in offices, hotels and other establishments)-Cleaning instructor-Cleaner (ship)-Industry cleaner-Attendant-Supervisor (cleaning)-Cleaning worker-Laboratory dishwasher-Hospital cleaner-Team supervisor (cleaning)-Head cleaner"
http://ec.europa.eu/esco/skill/23143,Clearing,Broker's assistant
http://ec.europa.eu/esco/skill/21620,Climatology,Archaeological scientist-Natural geographer-Archaeologist-Geographer
http://ec.europa.eu/esco/skill/14690,Climbing (training/coaching),Wilderness guide-Guide-Courier
